Date_time,condition,age,sex,Treat_time,ease,effective,satisfaction,comment,year,month,time_mark
2010-04-15 22:11:49,Major Depressive Disorder,45-54,Female,6 months to less than 1 year,5,5,5,I improve from my depression symtoms in 24 hours!  My last psychiatrist wanted to give me Electric Shock Treatment. I switched doctors and he put me on Pristiq and in one day mood had lifted.  It has been 9  good months.  I had been diagnosed BIpolar but I am not.  I have chronic depression.  I cant say enough about this ,2010,4,1.271369509e+18
2010-04-16 07:05:48,Depression,25-34,Female,1 to less than 2 years,5,4,3,"I've been on this drug about a year. Trying to get off of it now to have a baby. I have good days and bad with the withdrawls. Mostly severe nausea, heart burn, some nervous twitching that I can't explain. Some good things about getting off this med...digestive system has returned to normal (thank God), have a sex drive again, not eating so much (gained 10 to 15 pounds on this med), I am l
					...
					",2010,4,1.271401548e+18
2010-04-16 19:30:52,Major Depressive Disorder,35-44,Female,6 months to less than 1 year,5,3,3,"I have been on many meds, this seems to be okay for now. I think it's fizzing out cause I am just in a funk again. I also take seriquil. Donno.. I just wish there was one that fixes it all.. lol",2010,4,1.271446252e+18
2010-04-17 15:33:06,Posttraumatic Stress Syndrome,45-54,Female,6 months to less than 1 year,1,1,1,"I was on Pristiq 50 for 3months, ended up with aggressive thoughts and actions and increased panic attacks, ( I was switched from Abilify due to the 30lbs I put on), but I lost 14 of the pounds I put on. The Dr increased my dose to 100 for the last three months and now I have had to be put on Bystolic for racing heart rate at 117, and feeling like I was going to pass out after walking for ten minu
					...
					",2010,4,1.271518386e+18
2010-04-17 15:37:37,Depression,45-54,Female,6 months to less than 1 year,1,1,1,"I was on Pristiq 50 for 3months, ended up with aggressive thoughts and actions and increased panic attacks, ( I was switched from Abilify due to the 30lbs I put on), but I lost 14 of the pounds I put on. The Dr increased my dose to 100 for the last three months and now I have had to be put on Bystolic for racing heart rate at 117, and feeling like I was going to pass out after walking for ten minu
					...
					",2010,4,1.271518657e+18
2010-04-18 15:52:30,Repeated Episodes of Anxiety,55-64,Male,,5,5,5,Stopped the anxiety created during times of stress.,2010,4,1.27160595e+18
2010-04-19 15:08:51,Depression,45-54,Female, 1 to 6 months,1,2,2,Iliked it but it drop my salt level to low .Ialmost wiped out .Itake meds for seizrues and med for tremors. the seizruemeds keep my salt level low and when i stared to take this it went way to low.other than that i liked it .so now I am looking for one that will not do that.,2010,4,1.271689731e+18
2010-04-22 08:49:15,Depression,55-64,Female,6 months to less than 1 year,3,3,2,"Initial months on pristiq were ok but rise in blood pressure led to my choosing to discontinue it. Although Pristiq is advertized to have no problem with withdrawal, I experienced difficulty that was at least as difficult as when I discontinued Effexor.   I hope others don't have this problem, but if they do, they are not alone.  ",2010,4,1.271926155e+18
2010-04-22 17:55:20,Bipolar Depression,55-64,Female, 1 to 6 months,1,1,1,"I was taken Willbutrin it was great. After several years it stop working. Dr put me on Pristiq. I had severe headaches,dizzeness, trouble concentrating. I went up to 100mg. I was getting better, but after four week I started to have mood changes,depression, tingling,numbness, twiching, shevering,difficulty in concentrating, leg and hand cramps, no energy. I am going get off this med.",2010,4,1.27195892e+18
2010-04-22 19:18:15,Major Depressive Disorder,35-44,Female,6 months to less than 1 year,3,3,2,"I've been on this med since July,2009. When I was first put on it, it made me feel suicidal,and I  had to hospitalized for 2 days. When the in-patient ""shrink"" increased the dosage from 50-100 mg , my mental health started to improve. I've been on it for nearly a year, and now I notice that it's making me feel ""just plain numb"" and I have no sex drive and I eat too 
					...
					",2010,4,1.271963895e+18
2010-04-23 00:40:20,Depression,35-44,Male,1 to less than 2 years,4,3,3,"I have been on pristiq for a little over a year now.  My first review was this is a great medication.  Finding out I was misdiagnosed by my doctor, my new doctor wants to take me off Pristiq.  After reading some of the reviews on here about the withdrawls im not sure I want to go through that but I dont want to stay on meds I dont need, Pristiq & welbutrin.",2010,4,1.27198322e+18
2010-04-23 16:41:36,Depression,25-34,Female, 1 to 6 months,5,5,5,"Very satisfied with this medication. First one I have tried, but very happy with the results.. I feel like a new person. Very happy.  Only side effect is dry mouth, but not bad at all. I would highly recommend this medication. It truly has changed my life for the better.",2010,4,1.272040896e+18
2010-04-24 12:57:46,Other,45-54,Female,6 months to less than 1 year,5,5,5,"I began suffering from severe headaches almost 1 year ago.  After trying several migraine meds, my doctor put me on Pristiq.  My headaches disappeared within 2 days.  The only side effect for me has been loss of appetite.  This is not a bad thing.  I've been trying to lose weight for a long time and this is helping.  I have gotten several friends on it for depression and they love it!",2010,4,1.272113866e+18
2010-04-24 22:15:49,Depression,35-44,Female, 1 to 6 months,4,3,1,"When I first started this medicine I thought I finally found the right one...but after approx 2-3 months I found myself very angry, severe headaches, very tired, no energy and I had gained about 10-15 pounds.  I stopped the Pristiq 2 days ago and am back on what I was on before and will just go to a higher dose of it.  Hoping that I don't have withdrawals-a little worried after reading about t
					...
					",2010,4,1.272147349e+18
2010-04-26 22:43:02,Depression,35-44,Female, 1 to 6 months,5,3,2,"Ive been on this med for a month. My moods were soso,however if I missed a dose I new it. I sleep way to much now, bad nightmars,sweating, sex drive not good. Over all its time to try something else.",2010,4,1.272321782e+18
2010-04-27 23:04:56,Depression,35-44,Female, 1 to 6 months,5,3,2,"Oh Lord help me.  I had good luck with this med the first month or 2 then went downhill.  Angry, mood swings, weight gain....  I changed back to a med i was previously on and had helped we were just hoping for even more with the Pristiq.  I am now on the other med and have been off Pristiq for 4 days and the withdrawal is AWFUL.  I am in a constant panic attack and I am now nauseated, unable to wo
					...
					",2010,4,1.272409496e+18
2010-04-28 10:18:42,Repeated Episodes of Anxiety,45-54,Male,6 months to less than 1 year,5,5,5,at first worked very well the sex i can last for a long time  (wife loves that )  i am better in public  but i am tired all day & am easily agravated mood swings  weard dreams  ,2010,4,1.272449922e+18
2010-05-02 10:49:20,Depression,25-34,Female, less than 1 month,4,3,1,"  Four days ago I started to take a sample pack of Pristiq that my doctor gave me to help treat depression. After doing research on it, I decided to immediately discontinue the drug.
  Along with depression, I also suffer from anxiety and ADD, so I am prescribed Xanax (when needed) and Adderall.
  If you aren't aware, Adderall is pretty much a stimulant. Well, Pristiq is a serotonin-norepine
					...
					",2010,5,1.27279736e+18
2010-05-04 12:13:57,Depression,35-44,Female, 1 to 6 months,4,4,3,"I started Pristiq 50mg about 5 months ago and my mother noticed how fast I put on weight. So far I have gained 50 lbs. Now I'm taking 100mg. I am calling my doctor to see what they can do for the weight gain because they medicine made a huge difference with my depression, now they have added Abilify and I read it adds weight also. I have not really noticed any other side effects. It really mad
					...
					",2010,5,1.272975237e+18
2010-05-04 13:16:48,Neuropathic Pain,25-34,Female,1 to less than 2 years,5,5,5,"I love Pristique, I had been on almost every other med for my Fibro pain and this was the only one that has seemed to help and not cause me to be sick or have the strange side effects with.",2010,5,1.272979008e+18
2010-05-04 20:46:16,Depression,55-64,Male, 1 to 6 months,4,3,3,"After 8 years taking Celexa and then Lexapro at 20mg - and after numerous trials with other drugs and doses over this same time period I am trying Pristiq. I felt normal through about the first week then had a terrible ""crash and burn"" which included, dizziness, inability to concentrate, extreme anxiety, emotional train wreck,etc. that lasted about 2 weeks. I have been feeling better eac
					...
					",2010,5,1.273005976e+18
2010-05-05 09:56:59,Depression,25-34,Male,5 to less than 10 years,5,3,1,"I had been on this for over a year and had bad side effects dizzy spells ,racing thouhts. I think this needs to be takin off the market .",2010,5,1.273053419e+18
2010-05-06 00:56:18,Major Depressive Disorder,55-64,Male, 1 to 6 months,4,4,4,"My depression has been severe enough to make a Christmas fruitcake blush I have lost count of how many years I was on wellbutrin after -0- responses to zoloft and lexapro I am amazed that my ""hot buttons"" are not being triggered now that I am on Pristig This medicine is very unforgiving in that it MUST be taken with food I tried it without food and I begain to feel intoxicated within 3 d
					...
					",2010,5,1.273107378e+18
2010-05-06 06:23:54,Depression,45-54,Female,1 to less than 2 years,5,4,3,"I have been taking Prestiq for one year. Very good for depression, but am now experiencing extremely sweating palms and soles of feet. Have not had usual weight gain experienced with Zyprexa, EffexorXR,Neurotin, and others. I believe it is time to stop; do not look forward to withdrawal!",2010,5,1.273127034e+18
2010-05-06 18:17:52,Major Depressive Disorder,55-64,Female,1 to less than 2 years,5,5,5,"After several years of decreasing effectiveness and increased doses and side-effects of Zoloft, Lexipro, Effexor, Wellbutrin, and Cymbalta, my doctor switched me to Pristiq shortly after it was released. It was far more effective with my depression without the side-effects than any of the others. No side-effects other than a serious anxiety attack about 6 weeks after starting Pristiq, and less tha
					...
					",2010,5,1.273169872e+18
2010-05-07 12:34:28,Depression,65-74,Female, less than 1 month,4,3,3,I have just begun Prestiq and am very sleepy.I switched to night time because the day before I took in the morning and was sleepy all day.  My doc said I could take night or day.   Of course I always am sleepy anyway so I don't know if its the drug.  How would tell?,2010,5,1.273235668e+18
2010-05-07 18:05:31,Depression,25-34,Female, 1 to 6 months,5,5,5,"ive been on pristiq for @ 6 months now and it has been great for my depression. i took lexapro for several years and didnt feel it was working anymore.once i started pristiq i felt like a brand new person.it doesnt work for my anxiety as well as the lexapro did. one side effect is that if i miss a dose i begin having flu-like symptoms the next morning. overall its the most effective med ive taken.
					...
					",2010,5,1.273255531e+18
2010-05-09 12:25:35,Depression,,Female,2 to less than 5 years,4,5,4,"This medication has not only helped with my mood, anger/crying/rage/indifferance/stress, but has also controled early onset of menopause. I no longer have night sweats (added bonus) and that went away within the first month.  I did have upset stomache, and headache at first but that went away too. This is a progressive dosage drug so you may start out on 50mg and have to go  up to 100mg so be awar
					...
					",2010,5,1.273407935e+18
2010-05-13 20:04:44,Depression,35-44,Female, less than 1 month,2,2,2,"I had been on Effexor for almost a year and felt I needed a change since I wasn't doing as well as I had hoped.  My Dr. took me down to 150 mg of Effexor and then had me start a sample pack of Pristiq at 50 mg.  I came down Effexor okay, and only did 4 days of Pristiq before I discontinued it.  I was falling asleep and had a terrible rash ( an uncommon side effect). For two days now my head ha
					...
					",2010,5,1.273781084e+18
2010-05-16 22:08:00,Depression,45-54,Female, 1 to 6 months,4,5,5,"The only side efeects I have had is slight constipation and thirst, otherwise Pristiq has worked very well.",2010,5,1.27404768e+18
2010-05-19 13:43:15,Depression,25-34,Female, less than 1 month,1,4,2,"works great on anxiety/depression but after 3 weeks of no sleep even with taking it in the morning, I am discontinuing taking it. Went to the Dr after 2 day migraine and told pristiq will cause headaches if already prone to them. The side effects outweigh the benefit for me.",2010,5,1.274276595e+18
2010-05-21 17:53:58,Depression,55-64,Female,1 to less than 2 years,5,1,1,"continue to feel depressed, tired always and
sad. it is, however the only  antidepressant
i have taken that has not caused extreme sweating.",2010,5,1.274464438e+18
2010-05-27 04:01:37,Depression,19-24,Female, 1 to 6 months,2,3,2,After about 2 months Pristiq finally started to imporve my quality of life with Fibromyalgia and depression.  It was Extremely expensive as it is not covered under my insurance plan.  I asked my doctor to discontinue treatment based on the extreme price for a mediocre benefit.,2010,5,1.274932897e+18
2010-05-30 04:31:01,Depression,19-24,Female,6 months to less than 1 year,4,5,5,Was taking lexapro which was uneffective for my depression. Was switched to Pristiq and after about 2 weeks I saw a drastic change in my mood and I feel better than ever. I have been on Pristiq now for about 8 months and my insurance covers it.,2010,5,1.275193861e+18
2010-05-31 02:51:24,Depression,45-54,Female, 1 to 6 months,3,3,1,"I've been on pristiq about 6wks after my baby was born because i have postpartum depression.  Worked well for about 2wks. and then nothing. It gave me energy but it also caused me to have racing thoughts, anger, and for some reason even though I've been dieting and exercising can't lose a single pound. I'm done with-just hope I survive the withdrawals.",2010,5,1.275274284e+18
2010-06-02 22:02:54,Depression,55-64,Female, 1 to 6 months,5,5,5,"Within three days of taking Pristiq at 50 mg's I could not believe the change.  After a week I moved up to 100 mg and am enjoying life again.  I've tried celexa and cymbalta in the past and did not feel they worked but took them for a couple of years while I went through therapy.  I could have done the therapy without those drugs as they took so long to kick in that I have always wondered 
					...
					",2010,6,1.275516174e+18
2010-06-14 13:25:13,Depression,25-34,Female, 1 to 6 months,5,5,4,"I have been on pristiq for 6 months and have loved it until today.  I was on lexapro in college-slept for two weeks and on prozac a few years ago-was clearly suicidal.  Pristiq has greatly helped with the depression, negative thinking, negative outlook-it really changed my world for the better.  The only negative side effects were dilated pupils, infrequent headaches, and vivid, bad dreams.  The b
					...
					",2010,6,1.276521913e+18
2010-06-15 13:48:48,Depression,45-54,Female,6 months to less than 1 year,4,3,2,"I have been taking Pristiq for about a year.  Before that I had been on Lexapro, which was great except that it made me sleepy, especially during meetings at work.  So I needed to change.  At first Pristiq seemed to work great!  I wasn't sleepy and things seemed to be under control.  After a few months, I seemed to get more irritable with things and felt anxiety.  After my insurance copayment 
					...
					",2010,6,1.276609728e+18
2010-06-15 17:12:20,Depression,19-24,Female, less than 1 month,5,5,4,"I felt a difference in 3 weeks...a big difference!  I was at my lowest point in life and am on my way to be better than ever!  I didn't have any side effects like nausea or headaches...but I have been experiencing very very dry skin on my face and scalp and my hair is shedding A LOT in the shower!  I am pretty sure it is a side effect and I am calling my doc about it today, because that is not
					...
					",2010,6,1.27662194e+18
2010-06-16 15:40:18,Depression,45-54,Female, 1 to 6 months,4,4,3,my experience with this drug was very good initially as of late i have had freinds indicate my personality has changed starring into space non emotive and forgetfulness and increased blood pressure.,2010,6,1.276702818e+18
2010-06-16 17:41:11,Depression,35-44,Female,1 to less than 2 years,5,5,5,"I am overall satisfied with the medication, but when I forget to take it or run out of my medication I feel terible,nausea, headache, very weak, and diarrhea...literally feel like if I am going to die. ",2010,6,1.276710071e+18
2010-06-17 23:08:25,Other,35-44,Female, 1 to 6 months,5,1,1,"I was diagnosed with anxiety and depression by a psychiatrist because I was stressed out, mentally exhausted and could not concentrate. I was not sad, but did cry from frustration every once in a while. I was totally happy if I didn't have to think about anything. Took kids ice skating, dining out and spending time with friends. After taking Pristique for about 1 to 2 weeks I did not even want
					...
					",2010,6,1.276816105e+18
2010-06-19 08:24:45,Depression,45-54,Male, less than 1 month,5,5,5,"This drug is excellent, the fist I felt I was soeeding the second, and third week I felt a little drowsioning. I feel so much better, I only been taking it for four weeks.",2010,6,1.276935885e+18
2010-06-19 14:48:47,Depression,25-34,Female, less than 1 month,1,2,1,"doc put me on this for depression and anxiety. couldn't sleep, no appetite, amped up. Had to stop taking it when i woke up and realized i was grinding my teeth all night long on this. not for those who stuffer from anxiety w depression",2010,6,1.276958927e+18
2010-06-20 00:15:36,Depression,25-34,Female,6 months to less than 1 year,5,3,2,"Lexapro had no affect on my mood so I was put on Pristiq. Felt better at first and was increased to 100mg after 3 mos. Now my mood seems to be regressing and I'm on edge and still quite emotional. I also notice that if I miss even an hour of not taking the pill each day, I begin to feel dizzy and have very weird black out or passing out sensations. I've also noticed that if something makes
					...
					",2010,6,1.276992936e+18
2010-06-20 12:26:05,Depression,55-64,Female,2 to less than 5 years,1,3,1,"Have been on 50mg for 2 years for depression and plan to get off as soon as possible for these reasons.  Over 30 lbs. weight gain even with regular weekly exercise at a gym 3 times or more a week (cardio and weight controlled exercises), and a daily caloric intake of no more than 1800-2000 calories daily.  Also, periods of extreme and swift onset of sweating, nausea, feeling like I'm going to 
					...
					",2010,6,1.277036765e+18
2010-06-20 16:08:00,Other,45-54,Female,2 to less than 5 years,5,5,5,The best drug I have used to treat anxiety.  No side affects after dry mouth passed.  Tried 6 other drugs and none compared.  Excellent drug.,2010,6,1.27705008e+18
2010-06-22 13:08:27,Repeated Episodes of Anxiety,45-54,Female, 1 to 6 months,3,5,5,This drug was added along with my treatment for anxiety. It has helped when no other drug has worked in the past. It does make me sleepy.,2010,6,1.277212107e+18
2010-06-24 08:28:57,Depression,45-54,Female, 1 to 6 months,5,5,5,"Use of this medication has changed my life.  I have been taking Pristiq 100 mg. for 3 1/2 months now.  I have used numerous antidepressants over the years.  Never found one that I felt I could continue on due to side effects and lack of emotional feelings.  I began to feel better within 1 - 2 weeks of taking it although t took about 2 months of taking this medication daily to eliminate some of the
					...
					",2010,6,1.277368137e+18
2010-06-26 16:47:57,Depression,45-54,Male, 1 to 6 months,5,5,5,"I have had extreme intrusive voices for over 30 years; they have suddenly become quieter than ever in my whole life.  I cannot tell you how much easier this makes getting up, going to sleep, and not wanting to die.",2010,6,1.277570877e+18
2010-06-28 08:58:58,"""Change of Life"" Signs",35-44,Female,1 to less than 2 years,5,5,5,Nothing has helped me in the past with my hot flashes. I have tried everything. Pristiq has not only taken away the hot flashes bust also helped with depression and anxiety!,2010,6,1.277715538e+18
2010-06-29 22:09:05,Depression,25-34,Female,6 months to less than 1 year,1,4,1,"I was put on pristiq, and it worked very well, but the withdrawal symptoms are horrible. Now I understand why drug addicts cave. I can't go longer than a few hours past schedule without the pills. I can't even do what my doc office said to get off of them. If I had known it would be this hard to come off the pristiq, I would never had started taking them!",2010,6,1.277849345e+18
2010-06-30 18:24:24,Depression,45-54,Female, 1 to 6 months,4,3,4,expensive would like generic,2010,6,1.277922264e+18
2010-07-01 15:57:54,Depression,35-44,Female,5 to less than 10 years,4,5,4,Within three days I noticed a difference.  The side effects I lived with.  This was the third antidepressive meds I've been on and so far the best.  I also take Welbutrin and Concerta.,2010,7,1.277999874e+18
2010-07-02 08:31:04,Depression,55-64,Female, less than 1 month,3,1,1,this drug cause me tp have horrible dreams ,2010,7,1.278059464e+18
2010-07-04 21:12:05,Major Depressive Disorder,45-54,Male,6 months to less than 1 year,5,5,1,"I started this med about 9 mos ago after Lexapro ""burn out"". It's been extremely effective with no real side effects. Until about 5 weeks ago I was ok, but then it felt like the bottom fell out as new/additional life stressors started cropping up. Now I'm extremely down, spacey, and unfocused. I'm going back to see my Dr for an adjustment up or an adjunct treatment. I know I 
					...
					",2010,7,1.278277925e+18
2010-07-05 21:21:12,Depression,45-54,Female, 1 to 6 months,5,4,4,I have experienced twitchy muscles (subtle but noticable) as indicated in the possible serious side effects as related to the seritonian syndrome.,2010,7,1.278364872e+18
2010-07-07 13:01:11,Depression,35-44,Male,6 months to less than 1 year,5,4,4,"i was on many different types of this type of anti depressants and this one works as good as effexor but i had lost the benefits of it because my insurance ran out and i could not get samples and when i finally was able to get effexor again i did not help i lost the benefit of the drug the only bothersome side effect was sleep so i have been taking 50 mg of seroquel for about 10 years that helps b
					...
					",2010,7,1.278507671e+18
2010-07-08 18:45:22,Major Depressive Disorder,45-54,Female,1 to less than 2 years,4,3,4,"Have been taking 50mg of Pristiq for about 1 year and noticed improvement in mood with no side effects.  First antidepressant that has helped.  Increased to 100mg about 6months ago and it made me way too sleepy.  Tried increase to 100mg about 3 weeks ago and am able to tolerate it.  Increase in appetite but not excessive. I have to take 100mg pristiq with food otherwise it upsets my stomach. Has a
					...
					",2010,7,1.278614722e+18
2010-07-14 12:16:44,Bipolar Depression,55-64,Female,6 months to less than 1 year,5,4,1,This medication zapped my energy and made me short of breath. Normal every-day activities wore me out.,2010,7,1.279109804e+18
2010-07-15 01:44:27,Depression,55-64,Female, less than 1 month,5,5,4,"I feel so much better taking this med only problem I am starting to be confused as with abilify. Making simple choices is very difficult for me right now, will that get better? I hope so",2010,7,1.279158267e+18
2010-07-15 15:09:41,Depression,45-54,Female, less than 1 month,5,5,5,i need to no the stenth on med,2010,7,1.279206581e+18
2010-07-17 07:56:43,Repeated Episodes of Anxiety,25-34,Female, less than 1 month,3,2,3,Use to minimize anxiety attacks.,2010,7,1.279353403e+18
2010-07-18 17:30:42,Depression,,,,5,5,5,"I have suffered with depression for more than 25 years, I have used several types of anti-depressants including but not limited to Lexapro, Prozac, Surmontil, Venlafaxine, Effexor. The only one that continually helped eleviate my depression and give me enough energy to make it through the day is Pristiq. I am currently trying to get back on Pristiq, but my insurance will not cover the cost. I did 
					...
					",2010,7,1.279474242e+18
2010-07-19 20:14:46,Depression,45-54,Female, 1 to 6 months,4,4,4,"Initially, it made me nauseated and very, very drowsy.  However after a few weeks, I began feeling much better -- more self-confidence, less depression & anxiety -- like someone turned on the lights.  My mother passed away 7 weeks ago and, had I not been on Pristiq, I don't know that I could have handled the grief as well.  The only side effects I've experienced are:  cold sweats, some
					...
					",2010,7,1.279570486e+18
2010-07-24 21:02:20,Neuropathic Pain,55-64,Female, less than 1 month,5,4,5,"I have R/A,Fibromyalgia and back surgery.I have taken other medication like Lyrica, hat bad side effects. I have been taking Pristiq for 2 weeks, and now my insurance comp. will not pay for it. I can not afford the medication. This medication is helping me in many ways.I really like it, and now I have to give it up. I am in very much pain. They also don't pay for may R/A medication.",2010,7,1.28000534e+18
2010-07-25 01:36:48,Depression,25-34,Female,1 to less than 2 years,3,3,1,"The medication did help with depression, but also caused me to gain 30 lbs.

What upsets me is the level of suffering that I'm going through in getting off of the medication.  At no point in the literature, or from the doctor was I advised of what it would be like to get off of the medication.  It's painful!  It's agonizing! Dizzy, nauseous, headaches, brain zaps (imagine an electric
					...
					",2010,7,1.280021808e+18
2010-07-26 21:06:01,Other,35-44,Male, 1 to 6 months,2,3,1,"Was put 50 mg / day.  Have been on for 3 months.  Am being treated for OCD.  Was previously taking 40 mg of Prozac, which worked well but cuased some cognitive clouding.  Pristiq seemed to work well for about first 2 months then took a nose dive into a myriad of symptoms, notably inability to concentrate, headaches, insomnia, and constipation.  Will go back to lower dose of Proazc.  Pristiq, at cu
					...
					",2010,7,1.280178361e+18
2010-07-27 06:37:25,Depression,19-24,Male, 1 to 6 months,5,3,3,"I am currently at 3 months with pristiq 50mg. First 3-4 days, I experienced slight muscle trimmers in my hands and since that nothing until recently. Today, after about 2 months, I am getting hit by insomnia and extreme thirst. However, i haven't really thought putting a gun in my mouth was such a good idea anymore though. Lets try for 6 months and see where I am at.",2010,7,1.280212645e+18
2010-07-27 21:46:22,Major Depressive Disorder,55-64,Female, 1 to 6 months,4,4,4,"lifting of depression noticeable by the fourth day of use. I felt bright and alert and did not feel as though I was a zombie. I was able to make decisions ie:select clothing for the day, schedule my day and feel like life may be worth living after all.",2010,7,1.280267182e+18
2010-07-28 14:54:59,Depression,45-54,Male, less than 1 month,2,1,1,My depression got worse and i thought of killing my self while taking this med,2010,7,1.280328899e+18
2010-07-28 15:13:06,Depression,19-24,Female,6 months to less than 1 year,5,5,5,"I am 23 and have been taking Pristiq for almost 6 months and couldn't be happier with the results of treatment. I have experienced little to no side effects. The only down fall of course is the decreased sex drive which is common for most depression/anti-depressant cases. I was not pleased when my doctor wanted me to try an anti-depressant. I didnt think I was depressed! For years I had been e
					...
					",2010,7,1.280329986e+18
2010-07-28 20:14:14,Depression,19-24,Female,6 months to less than 1 year,4,4,4,"Pristiq is a miracle worker. I feel as though a weight has been lifted from my shoulders. I feel better everyday than I ever have. It has helped with my depression and anxiety. I am still experiencing lack of motivation and lack of physical activity which is the only real reason I am still feeling depressed. I have not had any side effects, although I have experienced ""brain zaps"" for se
					...
					",2010,7,1.280348054e+18
2010-07-29 13:31:33,Repeated Episodes of Anxiety,55-64,Female, less than 1 month,4,2,1,"I tried to stick it out but after 9 days I had to stop. The side effects were unbearable. Panic attacks, rapid heart rate, horrible nausea, inability to eat, my blood pressure went up, worse anxiety, trouble sleeping, racing thoughts. I have been off of it for three days and I still am experiencing bad feelings of my insides shaking apart. No that I read withdrawal symptoms I am grateful to God th
					...
					",2010,7,1.280410293e+18
2010-07-29 14:21:42,Depression,55-64,Female, less than 1 month,5,1,1,"I have not taken any prior meds. for depression, as my depression has just gotten worse due to personal issues. I took one 50mg two weeks ago and definitly felt lightheaded within an hour and then developed severe upper chest/shoulder pain and face numbness that leasted over a week, even though I only took the one pill, so I thought perhaps it was just a coincidence, but I did not contact my docto
					...
					",2010,7,1.280413302e+18
2010-07-31 20:18:02,Depression,35-44,Female, 1 to 6 months,5,5,5,I think it is a very good safe drug for depression. It is the only one that has ever worked for me. I felt great after 4-5 days. If you can get through the first week you will adjust to it. It makes you a little tired at first but then you get less sleepy. I use to cry 2 hours a day and was very sad. Now I am laughing again and want to do things. I love this drug and it has changed my life.,2010,7,1.280607482e+18
2010-08-02 15:01:21,Repeated Episodes of Anxiety,35-44,Male, 1 to 6 months,1,1,1,"The only thing worese about taking this med is coming off of it - on it for 3 months and the extreme headaches, nasuea, consitpation, and inabilyt to concentrate were only outmatched when I started to tape off this med under doc supevision - a long and terrible process",2010,8,1.280761281e+18
2010-08-02 18:49:50,Repeated Episodes of Anxiety,25-34,Male, 1 to 6 months,5,1,1,"I have GAD and have been on all SSRIs, zoloft, cymbalta, lexapro, now pristiq. NONE help GAD. I believe they make it worse. Starting pristiq was pure hell for the first month, dizzy, nauseous, indigestion, hot feeling, flu like feeling, no decrease in anxiety. Still have the flu feeling all the time, but on a postive note i have lost a few pounds on this med. Am quiting and starting buspar after f
					...
					",2010,8,1.28077499e+18
2010-08-03 18:00:58,Bipolar Depression,45-54,Female,6 months to less than 1 year,4,1,1,attempted suicide while on this medication...Doctors believe this medication was responsible for my behavior.,2010,8,1.280858458e+18
2010-08-03 18:53:02,Depression,25-34,Male, less than 1 month,1,1,1,"I was prescribed this medication for depression, I didn't last 2 days on it because of how awful I felt. I experienced extreme sweating, confusion, dizziness, loss of reality, irregular breathing, basically felt like I was going to die. ",2010,8,1.280861582e+18
2010-08-04 23:11:11,Other,25-34,Female, less than 1 month,5,5,5,"I am SOOOOOOOOOO happy I tried ths miracle med.  I am 32 and was diagnosed with ocd, anxiety, and depression when I was 18.  I have been on and off Zoloft since I was diagnosed. At first Zoloft helped with my diagnosis but I had a lot of side effects including; NO sex drive, being tired all the time, and feeling flat(not happy or sad).  I also tried Paxil, Wellbutrin, and Buspar.  This is the only
					...
					",2010,8,1.280963471e+18
2010-08-07 23:48:15,Depression,45-54,Female,6 months to less than 1 year,5,5,5,"I had been on Effexor for several years following major surgery, which letf me disabled. I wanted to try this drug b\c I had heard so many success stories... I have been on it for 6 mo. and I feel like Iam alive again. Sex drive is back, I laugh again. My children told me that it was great having their mom again. I wish I had heard about this drug along time ago... Good luck...",2010,8,1.281224895e+18
2010-08-09 23:56:24,Depression,45-54,Female, 1 to 6 months,4,4,4,"I am happy with efficacy of drug but am curious if anybody has noticed a difference in their tastebuds. I have a constant metalic taste which started around the time I started this drug (6 weeks) Have seen the dentist and there is no obvious cause there. I note that this has been observed in clinical trials of Pristiq <2% but am wondering if this has been observed more post-marketing. Any Wyeth
					...
					",2010,8,1.281398184e+18
2010-08-12 12:01:49,Depression,45-54,Female,1 to less than 2 years,3,3,3,"I had been in denial as a teenager, resisting going onto any medication.  Was on paxil as my first exposure.  Took the edge off.  Have been on Serzone, had realllly bad side effects, Celexa was okay, and most recently Effexor XR 75 mg. for the past 2 years or so.  I didn't feel that it was working well for me.  Instead of working with a doctor, I took myself off the effexor cold turkey. It has
					...
					",2010,8,1.281614509e+18
2010-08-13 10:08:54,"""Change of Life"" Signs",45-54,Female, 1 to 6 months,3,3,3,I have had to take this medicine early in the day because it was keeping me awake at night.  I also have a time period of nervousness immediately after taking this drug.,2010,8,1.281694134e+18
2010-08-14 18:46:09,Depression,45-54,Female, less than 1 month,5,1,5,"My Dr. just sent me home with a sample of Pristiq, and after reading the reviews there is no way I am taking this med. I will try something else. Have been suffering with depression since I was a teenager and have tried many drugs - but this one sounds terrifying. If it doesn't work I don't want to go through the withdrawl.",2010,8,1.281811569e+18
2010-08-14 23:15:52,Depression,55-64,Female, 10 years or more ,5,3,3,"Have been on depression meds since 1998. Have been on Cipralex since May 2009 by psychologist, now fam doc wants me to use Pristiq.  Today was my first day and it was awful.  Very agitated....felt like running....sweating all day.....very anxious....very nauseous.  Will try again tomorrow and if I feel the same will be contacting my family doctor to explain effects.  Why can't doctors just lea
					...
					",2010,8,1.281827752e+18
